pmid,litagion,harm,directionality
10817379,[79-01-6]_[trichloroethylene],any_congenital,1
12183104,[79-01-6]_[trichloroethylene],reproductive,1
10850423,[71-43-2]_[benzene],hematologic_cancer,1
10860870,[140-66-9]_[4-tert-octylphenol],any_congenital,1
10861196,[unknowncas]_[mold],lung,1
1392472,[7440-36-0]_[antimony],reproductive,2
10874017,[unknowncas]_[emf not rf],hematologic_cancer,2
8317446,[7439-92-1]_[lead],neuro,1
8329316,[7439-96-5]_[manganese],neuro,1
8336676,[100-42-5]_[styrene],ear,2
8339254,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
8343420,[7440-43-9]_[cadmium],renal,1
3352642,[106-93-4]_[ethylene dibromide],reproductive,2
8364901,[unknowncas]_[emf not rf],breast,1
8368944,[7440-43-9]_[cadmium],bonejoint,1
8372046,[127-18-4]_[tetrachloroethylene],neuro,1
8373935,[22839-47-0]_[aspartame],neuro,1
8381658,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
8383881,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,2
8398861,[7439-97-6]_[mercury],neuro,1
8398864,[unknowncas]_[emf not rf],breast,1
8398877,[50-00-0]_[formaldehyde],ent_cancer,2
15864552,[79-06-1]_[acrylamide],reproductive,1
9000312,[7440-48-4]_[cobalt],lung_cancer,2
9001589,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
9006106,[unknowncas]_[emf not rf],hematologic_cancer,2
9011781,[unknowncas]_[mold],lung,1
9030031,[7440-36-0]_[antimony],heart_other,1
9072027,[unknowncas]_[emf not rf],neuro_cancer,2
9073470,[28553-12-0]_[diisononyl phthalate],liver,2
9074889,[84-74-2]_[dibutyl phthalate],any_congenital,1
9086315,[unknownCAS]_[dietary salt],renal,1
5985052,[79-01-6]_[trichloroethylene],neuro,1
5992988,[unknowncas]_[rf not phone],neuro,1
6011554,[79-01-6]_[trichloroethylene],neuro,1
18214806,[UnknownCAS]_[Pyrethrins],reproductive,1
6079333,[7440-36-0]_[antimony],lung,1
6086843,[79-06-1]_[Acrylamide],neuro,1
6119800,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",cognitive,1
6119800,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",neuro,1
6119800,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",any_congenital,1
6142316,[50-00-0]_[formaldehyde],ent_cancer,2
6145406,[1934-21-0]_[tartrazine],lung,1
6149095,[7439-97-6]_[mercury],heart_other,1
6151635,[7439-92-1]_[lead],neuro,1
6156524,[2921-88-2]_[chlorpyrifos],any_congenital,1
6167334,[79-06-1]_[Acrylamide],neuro,1
7324041,[118-74-1]_[hexachlorobenzene],integument,1
7324165,[18540-29-9]_[chromium hexavalent ion],hematologic,1
7331905,[118-74-1]_[hexachlorobenzene],integument,1
7342756,[100-42-5]_[styrene],cognitive,2
7369873,[1934-21-0]_[tartrazine],integument,1
7370804,[79-06-1]_[Acrylamide],neuro,1
7389325,[7440-48-4]_[cobalt],bonejoint,1
8901892,"[106-99-0]_[1,3-butadiene]",reproductive,1
12600678,[688-73-3]_[tributyltin],reproductive,1
3573073,[7440-43-9]_[cadmium],lung,1
3587517,[7439-97-6]_[mercury],cognitive,1
20551087,[117-81-7]_[diethylhexyl phthalate],reproductive,1
3596701,[118-74-1]_[hexachlorobenzene],reproductive,2
3596728,[118-74-1]_[hexachlorobenzene],any_congenital,1
3596739,[118-74-1]_[hexachlorobenzene],liver,1
3596750,[118-74-1]_[hexachlorobenzene],integument,1
3596754,[118-74-1]_[hexachlorobenzene],any_congenital,1
3609980,[79-01-6]_[trichloroethylene],liver_cancer,1
3617069,[104-76-7]_[2-ethylhexanol],liver,1
2872639,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,2
20077217,[117-84-0]_[di-n-octyl phthalate],reproductive,1
17917760,[UnknownCAS]_[perfluorobutanesulfonic acid],reproductive,2
20498000,"[1478-61-1]_[Phenol, 4,4'-(2,2,2-trifluoro-1-(trifluoromethyl)ethylidene)bis-]",reproductive,1
2254585,[85-68-7]_[butylbenzyl phthalate],reproductive,1
2905310,[87-68-3]_[hexachlorobutadiene],renal,1
2909353,[7440-48-4]_[cobalt],lung,1
2924396,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
20397087,[7440-48-4]_[cobalt],reproductive,1
4062983,[118-74-1]_[hexachlorobenzene],liver,1
4070758,[7440-48-4]_[cobalt],any_congenital,1
4088541,[79-06-1]_[Acrylamide],neuro,1
4091653,[1634-04-4]_[methyl tert-butyl ether],renal,2
4130159,[71-43-2]_[benzene],any_congenital,1
4216283,[7439-97-6]_[mercury],eye,1
2961103,[118-74-1]_[hexachlorobenzene],any_congenital,1
2961421,[unknownCAS]_[dietary salt],heart_other,1
2971474,[unknownCAS]_[dietary salt],heart_chf,1
2992303,[7440-36-0]_[antimony],heart_other,1
2998433,[14807-96-6]_[talc],lung_cancer,1
3003296,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,2
3004383,[79-06-1]_[Acrylamide],neuro,1
3015358,[79-06-1]_[Acrylamide],neuro,1
3016938,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
3029896,[14807-96-6]_[talc],lung,1
9463550,"[106-99-0]_[1,3-butadiene]",reproductive,1
17990164,[7440-43-9]_[cadmium],reproductive,1
3098717,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
3100403,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
3105103,[104-76-7]_[2-ethylhexanol],any_congenital,1
3131282,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
1606626,[335-67-1]_[perfluorooctanoic acid],reproductive,1
15121514,[8018-01-7]_[mancozeb],reproductive,1
3175553,[7440-43-9]_[cadmium],lung_cancer,1
3187824,[7440-36-0]_[antimony],lung,1
3202890,[116-14-3]_[tetrafluoroethylene],liver,2
3202890,[116-14-3]_[tetrafluoroethylene],renal,1
3206531,"[541-73-1]_[1,3-dichlorobenzene]",liver,1
6176756,[2921-88-2]_[chlorpyrifos],neuro,1
6242313,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",muscle,1
6272263,[1934-21-0]_[tartrazine],lung,1
6277333,[118-74-1]_[hexachlorobenzene],integument,1
6280727,[79-01-6]_[trichloroethylene],lung,1
6288536,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
6294250,[UnknownCAS]_[Pyrethrins],neuro,1
6296214,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
6297950,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
6298114,[79-01-6]_[trichloroethylene],neuro,1
6298433,[7439-92-1]_[lead],any_congenital,1
6304547,[79-06-1]_[acrylamide],neuro,1
1031106,[7440-36-0]_[antimony],eye,1
1036326,[7439-92-1]_[lead],any_congenital,1
1158940,[7440-48-4]_[cobalt],bonejoint,1
17523075,[79-01-6]_[trichloroethylene],reproductive,1
9089641,[335-67-1]_[perfluorooctanoic acid],liver,1
9092314,[unknownCAS]_[dietary salt],renal,1
16893618,[140-66-9]_[4-tert-octylphenol],reproductive,1
9098700,[unknowncas]_[sugar],vascular,1
9114311,[117-84-0]_[di-n-octyl phthalate],liver,1
11405414,[2921-88-2]_[chlorpyrifos],reproductive,2
9116090,[unknowncas]_[emf not rf],breast,2
9118917,[71-43-2]_[benzene],hematologic_cancer,1
9118924,[71-43-2]_[benzene],hematologic_cancer,2
9131446,[unknowncas]_[emf not rf],heart_other,1
9140329,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",neuro,1
9140329,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",renal,1
3629594,[79-01-6]_[trichloroethylene],liver_cancer,1
14967926,[80-05-7]_[bisphenol A],reproductive,1
11513082,[80-05-7]_[bisphenol a],breast,1
9987558,[7439-92-1]_[lead],reproductive,1
11557096,[2921-88-2]_[chlorpyrifos],cognitive,1
11559033,[7440-43-9]_[cadmium],lung_cancer,1
11560251,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
11566573,[80-05-7]_[bisphenol A],breast,1
10874022,[7440-43-9]_[cadmium],lung_cancer,1
10876031,[2921-88-2]_[chlorpyrifos],any_congenital,1
10893504,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
10911001,[116-14-3]_[tetrafluoroethylene],liver,2
10911001,[116-14-3]_[tetrafluoroethylene],renal,1
10912926,[7439-97-6]_[mercury],neuro,1
10918353,"[126-72-7]_[tris(2,3-dibromopropyl)phosphate]",renal,1
10934080,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
10964134,[unknowncas]_[sugar],endocrine,1
10964794,[unknowncas]_[emf not rf],heart_other,2
20236368,nano_Copper,reproductive,2
10972945,[unknowncas]_[emf not rf],heart_other,2
3957459,[50-00-0]_[formaldehyde],ent_cancer,1
3975897,[111-76-2]_[n-butoxyethanol],hematologic,1
3975910,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
3981665,[118-74-1]_[hexachlorobenzene],integument,1
3981665,[118-74-1]_[hexachlorobenzene],liver,1
3981666,[118-74-1]_[hexachlorobenzene],liver,1
3985992,[79-06-1]_[acrylamide],neuro,1
3994510,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
11404451,[7439-97-6]_[mercury],heart_other,1
11405258,[1563-66-2]_[carbofuran],neuro,1
11408078,[25154-52-3]_[nonylphenol],any_congenital,2
11423228,[100-42-5]_[styrene],ear,1
11437639,[7439-97-6]_[mercury],renal,1
11446824,[2921-88-2]_[chlorpyrifos],cognitive,1
1703942,[22839-47-0]_[aspartame],any_congenital,2
1708710,[1912-24-9]_[atrazine],any_congenital,1
1708710,[unknowncas]_[pyrethrins],any_congenital,2
1711837,[2921-88-2]_[chlorpyrifos],neuro,1
1726132,[7439-96-5]_[manganese],neuro,1
1733043,[74-83-9]_[methyl bromide],neuro,1
1740099,[7439-97-6]_[mercury],any_congenital,1
1745437,[79-06-1]_[Acrylamide],neuro_cancer,1
1761797,[688-73-3]_[tributyltin],lymphatic,1
1769389,[79-06-1]_[Acrylamide],neuro,1
1770870,[7440-48-4]_[cobalt],lung,1
1794647,[118-74-1]_[hexachlorobenzene],liver,1
1809534,[131-57-7]_[oxybenzone],integument,1
1814835,[8018-01-7]_[mancozeb],neuro,1
18006369,[18540-29-9]_[chromium hexavalent ion],reproductive,1
8658511,[7439-92-1]_[lead],any_congenital,1
8661352,[106-46-7]_[4-dichlorobenzene],liver,1
8661352,"[541-73-1]_[1,3-dichlorobenzene]",liver,1
8661352,[95-50-1]_[2-dichlorobenzene],liver,1
8685901,[87-68-3]_[hexachlorobutadiene],renal,1
8685914,[335-67-1]_[perfluorooctanoic acid],liver,2
8698409,[unknowncas]_[mold],lung,1
8704860,[7440-48-4]_[cobalt],lung,1
8704861,[7440-48-4]_[cobalt],lung,1
8704871,[79-06-1]_[Acrylamide],neuro,1
8711729,[50-00-0]_[formaldehyde],cognitive,1
18940246,[50471-44-8]_[vinclozolin],reproductive,1
7080052,[unknowncas]_[mold],lung,1
7080097,[104-76-7]_[2-ethylhexanol],liver,1
7083145,[14807-96-6]_[talc],reproductive_cancer,1
7085087,[7440-48-4]_[cobalt],lung,1
7092560,[7440-36-0]_[antimony],lung,1
7100592,[118-74-1]_[hexachlorobenzene],liver,1
7101908,[14807-96-6]_[talc],lung,1
7104883,[79-06-1]_[acrylamide],neuro,2
7117759,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
7129652,[7439-97-6]_[mercury],cognitive,1
7131132,[87-68-3]_[hexachlorobutadiene],renal,1
7131895,[688-73-3]_[tributyltin],endocrine,1
7140698,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
12117642,[127-18-4]_[tetrachloroethylene],neuro,1
8435867,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
8440869,"[541-73-1]_[1,3-dichlorobenzene]",renal,1
8440869,[95-50-1]_[2-dichlorobenzene],liver,1
8441227,[unknownCAS]_[dietary salt],heart_other,1
8446928,[12427-38-2]_[maneb],any_congenital,1
8446928,[133-06-2]_[captan],any_congenital,1
8452898,[unknowncas]_[emf not rf],hematologic_cancer,2
8459367,[7440-43-9]_[cadmium],lung,1
8461040,[7439-92-1]_[lead],any_congenital,1
8466303,[111-77-3]_[diethylene glycol monomethyl ether],any_congenital,1
8480092,[74-83-9]_[methyl bromide],neuro,1
8480740,[22839-47-0]_[aspartame],neuro,2
3210966,[127-18-4]_[tetrachloroethylene],neuro,1
14999130,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1
3230712,[7439-97-6]_[mercury],eye,1
3236339,[118-74-1]_[hexachlorobenzene],liver,1
3252694,[7439-91-0]_[lanthanum],any_congenital,2
12842596,[25154-52-3]_[nonylphenol],reproductive,2
3268109,[1563-66-2]_[carbofuran],neuro,1
3286348,[1071-83-6]_[glyphosate],hematologic,2
3286348,[1071-83-6]_[glyphosate],hematologic_cancer,2
15901642,[84-74-2]_[dibutyl phthalate],reproductive,1
22142692,[80-05-7]_[bisphenol A],reproductive,1
3324283,[50-00-0]_[formaldehyde],ent_cancer,1
3325760,"[126-72-7]_[tris(2,3-dibromopropyl)phosphate]",liver,1
3335045,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,2
3336886,[7440-43-9]_[cadmium],lung_cancer,1
10983890,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
10984338,[7440-43-9]_[cadmium],renal,1
10994750,[unknownCAS]_[dietary salt],vascular,1
10994763,[unknownCAS]_[dietary salt],heart_chf,1
10998500,[25154-52-3]_[nonylphenol],liver,2
11020653,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
11021606,[14807-96-6]_[talc],reproductive_cancer,1
17644178,[7440-43-9]_[cadmium],reproductive,1
11029267,[50471-44-8]_[vinclozolin],any_congenital,1
11034951,[unknownCAS]_[dietary salt],heart_chf,1
11035694,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
2711406,[79-06-1]_[acrylamide],reproductive,1
11052546,[71-43-2]_[benzene],any_congenital,1
11055621,[unknowncas]_[emf not rf],hematologic_cancer,1
17175135,[unknowncas]_[decamethylcyclopentasiloxane],reproductive,2
11061477,[7440-43-9]_[cadmium],renal,1
9142171,[1071-83-6]_[glyphosate],any_congenital,1
9142171,[1071-83-6]_[glyphosate],hematologic_cancer,1
9146736,[117-84-0]_[di-n-octyl phthalate],liver,1
126149,[1163-19-5]_[decabromobiphenyl ether],reproductive,2
9155779,[18540-29-9]_[chromium hexavalent ion],gastrointestinal_cancer,2
12838353,[unknowncas]_[phone],neuro_cancer,2
12849694,[7439-92-1]_[lead],any_congenital,1
12859250,[116-14-3]_[tetrafluoroethylene],renal,1
12880557,[80-05-7]_[bisphenol A],breast,1
6314930,[UnknownCAS]_[Pyrethrins],neuro,1
6339095,[79-01-6]_[trichloroethylene],any_congenital,1
3994510,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
7035935,[106-93-4]_[ethylene dibromide],reproductive,1
6360343,[79-06-1]_[Acrylamide],integument_cancer,1
6369528,[18540-29-9]_[chromium hexavalent ion],renal,2
6407223,[1934-21-0]_[tartrazine],integument,1
6417604,[100-42-5]_[styrene],cognitive,1
12900086,[127-18-4]_[tetrachloroethylene],any_congenital,1
12900945,[1071-83-6]_[glyphosate],liver,1
12900945,[1071-83-6]_[glyphosate],renal,1
12914278,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
12915711,[95-50-1]_[2-dichlorobenzene],liver,1
12915748,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
12919726,[1634-04-4]_[methyl tert-butyl ether],liver,1
12919782,[80-05-7]_[bisphenol a],any_congenital,2
12920306,[unknowncas]_[mold],neuro,1
12927554,[140-66-9]_[4-tert-octylphenol],any_congenital,1
12937207,[1071-83-6]_[glyphosate],hematologic_cancer,1
9430266,[unknowncas]_[emf not rf],reproductive,1
15223255,[25154-52-3]_[nonylphenol],reproductive,1
6482946,[12427-38-2]_[maneb],any_congenital,1
6485008,[127-18-4]_[tetrachloroethylene],neuro,1
6489284,[50-00-0]_[formaldehyde],lung,2
6495336,[116-14-3]_[tetrafluoroethylene],liver,2
6496819,[7440-48-4]_[cobalt],lung,1
6498799,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
6500233,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
650445,[79-01-6]_[trichloroethylene],reproductive,1
7440971,[71-43-2]_[benzene],any_congenital,1
7444839,[7440-48-4]_[cobalt],lung,1
7447911,[7440-43-9]_[cadmium],bonejoint,1
7453569,[unknowncas]_[sugar],eye,1
7460264,[1934-21-0]_[tartrazine],integument,1
7462917,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
7482563,[75-09-2]_[methylene chloride],liver_cancer,1
7482563,[75-09-2]_[methylene chloride],lung_cancer,1
7489794,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
7491630,[1634-04-4]_[methyl tert-butyl ether],hematologic_cancer,1
7491630,[1634-04-4]_[methyl tert-butyl ether],reproductive_cancer,1
7501664,[2921-88-2]_[chlorpyrifos],neuro,1
21086158,[1071-83-6]_[glyphosate],reproductive,1
3385796,[7440-48-4]_[cobalt],reproductive,2
11478242,[25154-52-3]_[nonylphenol],any_congenital,1
11488553,[7439-92-1]_[lead],any_congenital,1
11499694,[71-43-2]_[benzene],any_congenital,2
15705491,[111-76-2]_[n-butoxyethanol],hematologic,1
15710176,[2921-88-2]_[chlorpyrifos],any_congenital,1
15727170,[7439-92-1]_[lead],neuro,1
15728792,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
15730887,[7439-92-1]_[lead],any_congenital,1
15735058,nano_Zinc oxide,lung,2
8946565,[79-06-1]_[Acrylamide],reproductive,2
15747775,[UnknownCAS]_[Pyrethrins],neuro,1
15749264,[1071-83-6]_[glyphosate],any_congenital,1
15749265,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
15750583,[80-05-7]_[bisphenol a],breast,1
4328885,[79-06-1]_[Acrylamide],neuro,1
4409430,[7439-97-6]_[mercury],eye,1
3371457,[79-06-1]_[acrylamide],reproductive,1
4519672,[7439-97-6]_[mercury],eye,1
1218514,[12427-38-2]_[maneb],any_congenital,1
1224387,[7440-48-4]_[cobalt],any_congenital,1
1273356,[14807-96-6]_[talc],lung,1
1282229,[79-01-6]_[trichloroethylene],neuro,1
16918713,[688-73-3]_[tributyltin],any_congenital,2
16932918,[79-06-1]_[Acrylamide],neuro,1
16946516,[375-95-1]_[perfluoro-n-nonanoic acid],liver,1
16951938,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
16957957,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
16958921,[54-64-8]_[thimerosal],immune,1
16963530,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
16965423,[131-57-7]_[oxybenzone],integument,1
16967826,[7439-97-6]_[mercury],cognitive,1
16968886,[7439-96-5]_[manganese],neuro,1
16971698,[7439-92-1]_[lead],neuro,1
11566573,[80-09-1]_[bis(4-hydroxyphenyl)sulfone],endocrine,1
11568930,[unknowncas]_[emf not rf],heart_other,2
11570692,[1563-66-2]_[carbofuran],neuro,2
8888408,[85-68-7]_[butylbenzyl phthalate],reproductive,1
11675126,[2921-88-2]_[chlorpyrifos],any_congenital,1
11675404,[unknownCAS]_[dietary salt],heart_ischemic,1
11678601,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
17587143,[25154-52-3]_[nonylphenol],reproductive,1
11679786,[unknowncas]_[emf not rf],breast,2
11682636,[18540-29-9]_[chromium hexavalent ion],hematologic,1
11693490,[unknowncas]_[mold],lung,1
19202879,[UnknownCAS]_[Pyrethrins],reproductive,1
8751991,[1634-04-4]_[methyl tert-butyl ether],hematologic_cancer,1
8761421,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
8764131,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,1
8765111,[79-01-6]_[trichloroethylene],neuro,1
8765905,[106-51-4]_[benzoquinone],liver,1
8773178,[127-18-4]_[tetrachloroethylene],any_congenital,1
8773178,[79-01-6]_[trichloroethylene],any_congenital,1
8781065,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
8783602,[unknownCAS]_[dietary salt],renal,1
8784830,[7439-97-6]_[mercury],neuro,1
8789783,[1634-04-4]_[methyl tert-butyl ether],liver,1
8801577,[2921-88-2]_[chlorpyrifos],cognitive,1
8806855,[7439-97-6]_[mercury],any_congenital,1
12131532,[unknownCAS]_[dietary salt],neuro_vascular,1
12131532,[unknownCAS]_[dietary salt],renal,1
12140181,[2921-88-2]_[chlorpyrifos],neuro,1
12143988,[7440-48-4]_[cobalt],bonejoint,1
12148884,[1071-83-6]_[glyphosate],hematologic_cancer,1
12149723,[111-77-3]_[diethylene glycol monomethyl ether],any_congenital,1
12151470,[431-03-8]_[Diacetyl],lung,1
12164552,[25154-52-3]_[nonylphenol],any_congenital,2
12175314,[unknowncas]_[rf not phone],hematologic_cancer,2
12185798,[unknowncas]_[emf not rf],cognitive,1
12186285,[7440-43-9]_[cadmium],renal,2
12186769,[unknowncas]_[sugar],vascular,1
12193128,[unknownCAS]_[dietary salt],renal,1
12194155,[127-18-4]_[tetrachloroethylene],lung,1
12194165,[7439-97-6]_[mercury],renal,1
12197271,[7439-97-6]_[mercury],cognitive,1
12197271,[7439-97-6]_[mercury],neuro,1
12197274,[7439-97-6]_[mercury],neuro,2
11071396,[122-34-9]_[simazine],breast,1
11071396,[1912-24-9]_[atrazine],breast,2
11076671,[unknowncas]_[emf not rf],neuro_cancer,1
22036770,[140-66-9]_[4-tert-octylphenol],reproductive,1
11077009,[80-62-6]_[methylmethacrylate],gastrointestinal_cancer,2
11077972,[7439-92-1]_[lead],neuro,1
11099646,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
11099647,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
11106864,[2921-88-2]_[chlorpyrifos],cognitive,1
11108262,[80-05-7]_[bisphenol a],endocrine,1
11133400,[84-74-2]_[dibutyl phthalate],any_congenital,1
11137380,[80-05-7]_[bisphenol a],any_congenital,1
1822327,[18540-29-9]_[chromium hexavalent ion],renal,1
1825644,[74-83-9]_[methyl bromide],ent_other,1
1831935,[unknowncas]_[mold],lung,1
1834416,[131-57-7]_[oxybenzone],integument,1
1835307,[unknownCAS]_[dietary salt],heart_chf,1
1845322,[71-43-2]_[benzene],any_congenital,1
1853346,[106-46-7]_[4-dichlorobenzene],liver,2
1868704,[688-73-3]_[tributyltin],lymphatic,1
7516013,[unknownCAS]_[dietary salt],renal,1
22210404,[UnknownCAS]_[Pyrethrins],reproductive,1
7534687,[7439-97-6]_[mercury],renal,1
7542129,[unknowncas]_[mold],neuro,1
7545834,[2921-88-2]_[chlorpyrifos],any_congenital,1
7552463,[79-01-6]_[trichloroethylene],other_cancer,1
7558414,[14807-96-6]_[talc],reproductive_cancer,1
7561989,[1934-21-0]_[tartrazine],lung,1
7570413,[7440-48-4]_[cobalt],lung,1
21548208,[7440-43-9]_[Cadmium],reproductive,2
7582795,[117-81-7]_[diethylhexyl phthalate],liver,1
7589934,[79-06-1]_[Acrylamide],neuro,1
7590545,[104-76-7]_[2-ethylhexanol],liver,1
7594199,[688-73-3]_[tributyltin],any_congenital,2
7609001,[7440-43-9]_[cadmium],bonejoint,1
7612030,[unknowncas]_[emf not rf],hematologic_cancer,1
1897124,[unknowncas]_[pyrethrins],any_congenital,1
1898110,[7439-97-6]_[mercury],any_congenital,1
1898116,[7440-36-0]_[antimony],lung,1
11564623,[1071-83-6]_[glyphosate],reproductive,1
1911402,[unknowncas]_[emf not rf],neuro_cancer,1
1917070,[7440-48-4]_[cobalt],lung_cancer,2
1934256,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,2
1946537,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
21121381,nano_Copper,reproductive,1
1947142,[7440-43-9]_[cadmium],lung,1
1954920,[7439-92-1]_[lead],neuro,1
8494498,[688-73-3]_[tributyltin],lymphatic,1
8504469,[75-09-2]_[methylene chloride],liver_cancer,1
8504471,[75-09-2]_[methylene chloride],liver_cancer,1
8525798,[7439-97-6]_[mercury],neuro,1
8529815,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
17533515,[25154-52-3]_[nonylphenol],any_congenital,1
15754834,[unknowncas]_[emf not rf],heart_other,2
15782816,[unknowncas]_[pyrethrins],any_congenital,1
15787380,fullerenes,lung,2
15795094,[7440-43-9]_[cadmium],renal,1
21841806,[84-74-2]_[Dibutyl Phthalate],reproductive,1
15807405,[unknowncas]_[nano_silicon dioxide],lung,2
7650017,[50471-44-8]_[vinclozolin],reproductive,1
15653789,[118-74-1]_[hexachlorobenzene],reproductive,2
15824365,[74-83-9]_[methyl bromide],neuro,2
17541015,[431-03-8]_[Diacetyl],lung,1
17544557,[50-00-0]_[formaldehyde],ent_cancer,1
17556764,[unknowncas]_[rf not phone],hematologic_cancer,1
17560707,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
17568503,[7439-97-6]_[mercury],heart_other,1
17580119,[22839-47-0]_[aspartame],neuro,1
17587143,[25154-52-3]_[nonylphenol],any_congenital,1
14715905,[117-81-7]_[diethylhexyl phthalate],reproductive,1
8198428,[117-81-7]_[diethylhexyl phthalate],reproductive,1
6546534,[1934-21-0]_[tartrazine],any_congenital,2
6585594,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
6596006,[7439-97-6]_[mercury],heart_other,2
6599940,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
6628884,[1912-24-9]_[atrazine],any_congenital,1
6628884,[7439-97-6]_[mercury],any_congenital,1
6641753,[unknownCAS]_[dietary salt],vascular,1
18364694,[7439-97-6]_[mercury],neuro,2
18378928,[7440-48-4]_[cobalt],bonejoint,1
18379430,[unknowncas]_[emf not rf],neuro_cancer,2
18381411,[80-05-7]_[bisphenol a],breast,1
12202059,[1912-24-9]_[atrazine],any_congenital,1
12210558,[unknowncas]_[emf not rf],hematologic_cancer,2
15933429,[79-06-1]_[Acrylamide],reproductive,1
12224631,[80-05-7]_[bisphenol a],breast,1
12227680,[71-43-2]_[benzene],hematologic_cancer,1
12244747,[unknowncas]_[mold],lung,1
19226839,[UnknownCAS]_[Pyrethrins],reproductive,1
17431488,[84-74-2]_[dibutyl phthalate],reproductive,1
12358077,[2921-88-2]_[chlorpyrifos],neuro,1
12359393,[80-05-7]_[bisphenol A],endocrine,1
12376483,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
12408625,[UnknownCAS]_[Pyrethrins],reproductive,1
15650139,"[106-99-0]_[1,3-butadiene]",any_congenital,1
15659565,[2921-88-2]_[chlorpyrifos],neuro,1
15683157,[7440-43-9]_[cadmium],lung,1
15683179,[1071-83-6]_[glyphosate],gastrointestinal,1
15688855,[7440-43-9]_[cadmium],renal,1
15688857,[7440-43-9]_[cadmium],renal,1
15689538,[80-05-7]_[bisphenol a],any_congenital,1
15697177,[94-26-8]_[butylparaben],any_congenital,1
19018555,[100-42-5]_[styrene],cognitive,2
19027819,[25637-99-4]_[hexabromocyclododecane],liver,1
4627067,[7439-97-6]_[mercury],neuro,1
4712417,[7440-48-4]_[cobalt],heart_other,1
4758342,[79-01-6]_[trichloroethylene],any_congenital,1
16973726,[50471-44-8]_[vinclozolin],any_congenital,1
16979809,[18540-29-9]_[chromium hexavalent ion],renal,2
16980261,[unknowncas]_[mold],neuro,1
16980691,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
11198078,[140-66-9]_[4-tert-octylphenol],reproductive,1
